text,category,subcategory,language,is_sarcastic
"Lajpat Nagar 2 hall ka furniture aur flooring bilkul kharab, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Sundar Nagar hall ke fans aur lights bilkul fail, wedding night adventure!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Preet Vihar hall ka lights aur flooring bilkul poor, summer event disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Rohini Sector 10 hall ke furniture aur fans bilkul kharab, wedding night impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Saket hall ke AC aur lights bilkul fail, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Delhi Haat hall ke fans aur AC bilkul fail, total disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Janakpuri Block B hall ka furniture aur flooring bilkul poor, summer function fail.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Sundar Nagar hall ka AC aur ventilation bilkul fail, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Saket hall ka furniture aur flooring bilkul kharab, function impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Janakpuri hall ka AC aur ventilation bilkul fail, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Rohini hall ke furniture aur flooring bilkul poor, summer event impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Saket hall ka maintenance bilkul zero, residents complain kar rahe hain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Vasant Kunj hall ke AC aur fans bilkul fail, wedding night disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Rohini Sector 12 hall ka furniture aur flooring bilkul kharab, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Saket hall ke lights aur AC bilkul fail, wedding night adventure!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Vikaspuri hall mein AC aur fans bilkul fail, wedding night disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Janakpuri Block B hall ka maintenance bilkul zero, function impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Sundar Nagar hall ke furniture aur fans bilkul fail, wedding night adventure!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Preet Vihar hall ke furniture aur flooring bilkul poor, function impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Saket hall ke furniture aur AC bilkul fail, residents complain kar rahe hain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Vasant Kunj hall ka ventilation aur lights bilkul poor, total disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Janakpuri hall ka AC aur flooring bilkul fail, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Lajpat Nagar 2 hall ke furniture aur lights bilkul kharab, summer event impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Saket hall ke furniture aur flooring bilkul poor, wedding night disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Preet Vihar hall ka AC aur ventilation bilkul fail, function impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Rohini hall mein furniture aur AC bilkul fail, summer wedding disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Saket hall ke ventilation aur lights bilkul poor, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Delhi Haat hall ke AC aur flooring bilkul fail, wedding night impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Janakpuri Block B hall ka furniture aur fans bilkul poor, summer event disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Sundar Nagar hall ke furniture aur ventilation bilkul fail, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Preet Vihar hall mein furniture aur flooring bilkul poor, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Rohini Sector 12 hall ke fans aur lights bilkul fail, function impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Vasant Kunj hall ke lights aur ventilation bilkul fail, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Janakpuri hall ke furniture aur flooring bilkul poor, function impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Lajpat Nagar 2 hall ka AC aur fans bilkul fail, summer event disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Preet Vihar hall ka AC aur furniture bilkul fail, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Janakpuri Block F hall ke lights aur ventilation bilkul poor, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Saket hall ke AC aur fans bilkul fail, residents complain kar rahe hain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Vikaspuri hall ke furniture aur lights bilkul poor, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Janakpuri Block B hall ke furniture aur flooring bilkul fail, wedding night disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Sundar Nagar hall ka furniture aur lights bilkul poor, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Pitampura hall ke fans aur AC bilkul fail, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Rohini Sector 10 hall ka AC aur fans bilkul fail, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Saket hall ke furniture aur ventilation bilkul poor, summer event disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Karol Bagh hall ka AC aur flooring bilkul fail, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Janakpuri hall ke furniture aur fans bilkul poor, wedding night disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Lajpat Nagar 2 hall ka AC aur lights bilkul fail, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Saket hall mein fans aur flooring bilkul poor, wedding night impossible!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Janakpuri Block F hall ke lights aur ventilation bilkul fail, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Rohini hall ka furniture aur flooring bilkul poor, wedding night adventure!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Delhi Haat hall ka AC aur fans bilkul poor, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Sundar Nagar hall ka furniture aur lights bilkul fail, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Pitampura hall ke fans aur AC bilkul poor, function disaster!",community_and_public_spaces,community_hall_mismanagement,Hinglish,Yes
"Rohini Sector 12 hall ka AC aur fans bilkul fail, residents complain.",community_and_public_spaces,community_hall_mismanagement,Hinglish,No
"Tilak Nagar Barat Ghar mein refund nahi mil raha hai, despite paying advance.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
Rohini Sector 12 Barat Ghar staff ne extra paise maang liye despite full payment.,community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"@MCD_Delhi, Mayur Vihar Barat Ghar ke dates wrong show ho rahe hain portal par.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
Lajpat Nagar 2 Barat Ghar ka advance payment lene ke baad staff ne confirmation nahi di.,community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"Janakpuri Block F ka hall already reserved hai, staff ne portal update nahi kiya.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"@MCD_Delhi, Tilak Nagar Barat Ghar ke refunds mein bahut delay ho raha hai.",community_and_public_spaces,barat_ghar_booking_disputes,English,No
"Preet Vihar Barat Ghar ka advance payment portal se deduct ho gaya, confirmation missing.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"Rohini Sector 7 Barat Ghar ke online portal mein errors, citizens complain.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"Saket Barat Ghar advance payment lene ke baad confirmation nahi di, citizens upset.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"Rohini Sector 9 Barat Ghar refunds bahut late ho rahe hain, repeated complaints.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"Mayur Vihar Barat Ghar ke dates wrong show ho rahe hain, citizens complain.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"Rohini Sector 9 Barat Ghar staff extra paise maang rahe hain, despite full payment.",community_and_public_spaces,barat_ghar_booking_disputes,Hinglish,No
"Rohini Sector 12 mein municipal event se raat bhar bahut shor ho raha hai, sleep nahi ho raha.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,Hinglish,No
"@MCD_Delhi, Mayur Vihar event hall ke loudspeakers bahut loud hain, residents complain.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,Yes
"Tilak Nagar public event ke dauran noise limit exceed ho raha hai, help required.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,Hinglish,No
"Janakpuri Block F mein evening event se continuous loud music, neighborhood disturbed.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,Hinglish,No
"Preet Vihar municipal hall mein function ke time excessive noise ho raha hai, please intervene.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,Yes
Rohini Sector 9 ka municipal event raat 11 baje tak loud music kar raha hai.,community_and_public_spaces,noise_complaints_from_municipal_event_spaces,Hinglish,No
"@MCD_Delhi, Sarita Vihar ke public space event mein speakers disturb kar rahe hain.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,Yes
"Saket public hall function ke dauran continuous noise, elderly residents affected.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,Yes
"Mayur Vihar municipal event raat mein, local residents cannot sleep.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,No
"Janakpuri Block C ke event hall se noise limit exceed, immediate action needed @MCD_Delhi.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,Yes
"Rohini Sector 12 public space mein evening function loud music, residents upset.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,Hinglish,No
"Tilak Nagar municipal event ke speakers bahut loud hain, noise pollution ho raha hai.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,Hinglish,No
"Preet Vihar ka public function raat tak loud music kar raha hai, sleep disturbance.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,Hinglish,No
"@MCD_Delhi, Saket public hall event se noise complaint, please take action.",community_and_public_spaces,noise_complaints_from_municipal_event_spaces,English,Yes
